"","ABW","AFG","AGO","ALB","ARE","ARG","ARM","ATG","AUS","AUT","AZE","BDI","BEL","BEN","BFA","BGD","BGR","BHR","BHS","BIH","BLR","BLZ","BOL","BRA","BRB","BRN","BTN","BWA","CAF","CAN","CHE","CHI","CHL","CHN","CIV","CMR","COD","COG","COL","COM","CPV","CRI","CUB","CUW","CYP","CZE","DEU","DJI","DNK","DOM","DZA","ECU","EGY","ERI","ESH","ESP","EST","ETH","FIN","FJI","FRA","FSM","GAB","GBR","GEO","GHA","GIN","GLP","GMB","GNB","GNQ","GRC","GRD","GTM","GUF","GUM","GUY","HKG","HND","HRV","HTI","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JAM","JOR","JPN","KAZ","KEN","KGZ","KHM","KIR","KOR","KWT","LAO","LBN","LBR","LBY","LCA","LKA","LSO","LTU","LUX","LVA","MAC","MAR","MDA","MDG","MDV","MEX","MKD","MLI","MLT","MMR","MNE","MNG","MOZ","MRT","MTQ","MUS","MWI","MYS","MYT","NAM","NCL","NER","NGA","NIC","NLD","NOR","NPL","NZL","OMN","PAK","PAN","PER","PHL","PNG","POL","PRI","PRK","PRT","PRY","PSE","PYF","QAT","REU","ROU","RUS","RWA","SAU","SDN","SEN","SGP","SLB","SLE","SLV","SOM","SRB","SSD","STP","SUR","SVK","SVN","SWE","SWZ","SYC","SYR","TCD","TGO","THA","TJK","TKM","TLS","TON","TTO","TUN","TUR","TZA","UGA","UKR","URY","USA","UZB","VCT","VEN","VIR","VNM","VUT","WSM","YEM","ZAF","ZMB","ZWE"
"CAN",241,36343,821,1320,13903,7272,1455,940,174623,20425,432,636,14929,511,112,4419,6338,2249,1162,2878,7248,392,988,6808,2618,404,162,74,47,0,30289,6120,8428,99553,564,1620,2025,266,7292,19,46,2555,1526,2845,8451,15520,161193,291,13619,1654,6425,2981,6368,801,17,24507,1316,4108,7199,2182,49966,0,570,147767,254,2899,756,123,201,56,67,12141,1302,2412,80,18,7056,31319,1065,4726,9616,14112,4863,61433,22711,14277,7704,723,9585,134369,12011,4226,57763,34056,4354,402,2534,1,84629,21433,2289,14496,244,919,795,12606,128,1629,3465,2013,5411,6554,2529,447,1215,9255,1388,210,6838,839,329,550,742,42,59,1699,108,24025,10,829,19,1230,2822,930,33467,20262,587,46270,19468,15877,1434,3054,49546,4150,24673,147,854,23067,1006,662,30,28268,89,19664,110815,1173,67142,1528,439,3874,2,280,4289,2247,5422,1088,0,242,6491,2998,15340,32,279,2455,119,404,2545,270,80,1,8,6721,1327,14886,1681,976,34645,1443,426812,1961,1111,2521,876,19052,32,11,1437,13076,933,729
"CHE",2,366,768,155,94,1107,68,9,2925,22241,63,55,2590,52,56,180,758,35,70,3991,159,7,395,4838,7,5,7,7,37,7056,0,30,1381,1819,237,599,590,137,1212,3,189,170,315,5,156,2057,62248,13,1251,1158,1044,861,796,576,0,13654,93,540,812,6,32515,0,36,8933,72,283,105,37,56,27,18,1406,3,144,7,1,10,94,80,3032,266,7479,371,1834,412,932,877,59,1008,70120,64,209,977,318,303,55,248,0,373,49,87,663,43,205,7,2683,7,113,1032,168,4,1703,127,207,91,796,5913,37,151,21,376,85,145,9,11,302,11,212,3,95,13,18,312,64,3594,1154,58,710,17,455,116,852,1378,548,2708,10,58,20928,94,20,17,30,32,2330,2700,95,211,126,178,173,0,35,68,412,13346,4,6,10,1371,3264,3104,10,20,297,34,163,2071,37,12,0,0,28,1131,10278,71,60,857,216,13249,107,0,588,7,1192,0,0,53,2390,50,77
"CHI",0,0,1,0,3,1,0,0,158,3,0,0,16,0,0,4,2,0,0,0,0,0,0,49,0,0,0,0,0,823,122,0,1,1,0,0,0,0,0,0,0,13,0,0,5,1,48,0,4,0,0,0,0,0,0,56,0,0,1,0,346,0,0,12215,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,4,1,402,0,0,0,3,10,1,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,54,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,6,0,33,1,0,0,0,1,0,6,0,0,1419,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,123,0,0,7,0,0,0,0,0,22,0,1
"CHL",2,4,15,5,5,63835,14,2,8700,748,13,0,1602,0,0,2,33,1,18,2,13,1,4460,8814,1,0,1,1,1,11455,3037,1,0,712,2,1,3,4,2351,0,0,478,764,1,25,136,8157,0,745,275,13,7240,27,0,1,9666,25,1,272,2,6049,0,2,3259,849,2,10,2,0,0,5,169,1,208,1,1,3,14,259,125,166,136,22,132,59,21,8,23,1341,6594,4,132,257,43,4,2,1,0,275,3,0,73,1,12,13,2,2,4,35,12,2,22,3,3,1,2440,88,187,4,0,1,0,11,0,2,1,1,6,0,13,2,2,5,74,1334,2203,1,1142,2,40,810,13659,61,21,137,136,2,169,665,113,2,10,3,111,482,1,10,1,1,14,0,0,111,2,10,0,3,1,35,26,7891,0,0,90,4,4,9,1,1,0,44,5,4,106,2,0,103,1539,39263,5,1,2838,1,3,0,0,0,679,2,2
"CHN",233,1,0,0,55,2287,7,44,170364,6278,0,0,5892,0,0,18107,596,5,52,0,29,672,223,14789,10,242,83,446,0,167473,11077,1,2593,0,0,0,0,203,353,0,7,55,13,140,402,2032,31175,0,3413,2510,0,997,70,19,0,20503,274,0,4657,112,26733,0,112,53520,34,42,23,0,0,0,0,508,0,235,347,248,360,406863,291,91,113,6835,13072,14116,1571,0,0,177,142,70999,0,9357,181420,1363,0,105,187,0,207506,19,5118,459,0,340,12,733,27,7,436,134,64112,0,0,659,0,2234,0,371,237,3958,0,4827,0,15,16,885,0,1804,0,692,11,0,0,17,18201,3582,1874,20328,6,486,4770,9368,11279,136,286,140,7864,3738,101,0,69,17,0,1508,31333,0,80,133,0,57730,15,25,42,0,383,0,0,2861,514,346,8054,0,153,0,0,64,10507,19,0,94,16,105,0,300,0,35,3657,1,957795,8,0,1606,0,3459,0,6,0,16569,270,0
"CIV",0,0,56,0,8,0,0,1,675,274,0,0,4948,26082,260267,0,15,3,2,0,0,0,2,269,0,0,0,0,1,12443,2512,0,22,0,0,224,0,437,0,0,55,1,0,0,3,93,4027,0,380,0,0,1,527,0,6,1584,8,0,196,0,58905,0,4380,7762,0,52539,16278,0,929,68,2,36,0,0,0,0,0,0,0,0,0,40,0,0,85,0,0,3,3,21093,0,4,59,0,0,0,0,0,2,8,0,0,24867,1020,1,0,2,0,5,3,0,4,0,0,0,13,0,108663,6,0,0,0,4,1558,0,0,0,0,0,26,0,8942,12607,0,1222,306,0,0,0,0,0,0,0,0,1,0,0,238,0,0,0,7,0,6,135,0,0,7,3948,0,0,245,0,0,1,1,0,0,1,5,854,0,0,0,5,10852,7,0,0,0,0,0,471,5,0,6,0,0,27321,0,0,0,0,0,0,0,0,1935,6,0
"CMR",0,0,560,0,204,0,0,0,356,464,0,1,12682,348,4,0,16,21,0,0,0,0,7,108,0,0,0,0,13293,18251,4983,0,28,1,46,0,1343,8460,0,0,0,4,0,0,36,89,12260,0,532,15,0,31,26,0,0,2065,22,0,769,0,50541,0,32160,4989,0,70,928,1,5,1,5200,260,0,0,1,0,0,0,0,0,0,210,0,0,150,0,0,6,6,8300,0,0,3,0,0,0,0,0,2,19,0,0,422,3,0,0,0,0,55,0,0,8,1,2,0,20,0,1213,1,0,0,0,1,50,0,0,1,0,1,69,6,1076,23119,0,1047,448,0,1,1,0,0,0,0,0,18,0,0,144,0,0,0,5,48,53,385,2,0,99,409,0,0,4,0,0,1,20,0,0,53,19,719,0,0,0,31222,408,0,0,0,0,0,0,492,1,2,2,0,1,36607,0,0,0,0,0,0,0,0,2928,149,0
"COD",0,0,167458,0,1,0,0,0,2254,382,0,48805,33163,0,0,0,8,0,0,0,0,0,1,739,0,0,0,117,3339,14009,3698,0,38,0,0,920,0,24013,0,0,27,0,0,0,285,81,3609,0,596,0,0,6,14,532,0,374,5,931,1119,0,31096,0,3891,7714,0,10,114,0,0,0,0,69,0,0,0,0,0,0,0,0,0,29,0,0,15,0,0,0,0,2873,0,0,0,0,11850,0,0,0,0,0,0,0,0,81,0,0,0,0,49,0,0,0,0,0,0,25,0,355,0,0,0,0,5193,10,0,0,288,0,0,2064,0,0,0,11,1797,1918,0,0,0,0,0,0,7,0,1,0,0,23218,0,0,0,0,0,0,156,63867,1,1075,38,0,0,0,0,0,0,24820,1,0,6,4,1732,300,0,0,110,185,4,0,0,0,0,0,0,43,6435,50685,0,0,12991,0,0,0,0,0,0,0,0,41204,16493,0
"COG",0,0,13493,0,2,8,6,0,1109,255,0,4594,5177,2262,10,0,7,0,0,0,28,0,3,48,0,0,0,1,3003,3260,809,0,17,96,107,1715,33965,0,0,0,0,2,52,0,35,48,2237,0,414,0,0,0,7,59,0,454,4,136,223,0,30079,0,7468,3644,0,8,165,1,12,1,1367,409,0,0,0,0,0,0,0,0,0,36,0,0,551,0,0,0,1,1755,0,0,0,159,1741,0,0,0,0,1,0,153,0,60,0,0,0,0,9,0,0,772,0,0,0,3,0,3652,0,0,0,0,744,214,1,0,8115,0,0,554,1,21,92,1,503,329,0,0,0,0,0,0,94,0,39,0,0,494,0,0,0,1,2,0,848,6058,3,21,988,0,0,0,0,0,0,2648,0,0,13,7,588,62,0,0,1359,310,0,1,0,0,0,0,1,7,2537,4185,163,0,1502,7,0,1,0,0,0,0,0,19583,5599,0
"COL",2413,12,8,4,6,5839,4,3,8024,613,0,0,2138,0,0,1,36,0,63,0,13,2,780,2825,0,0,0,0,0,23490,4768,0,47119,251,0,0,0,0,0,0,0,3371,216,1484,37,161,7517,0,1069,419,3,30874,22,0,0,46494,25,0,433,0,7756,0,1,6859,0,0,1591,0,0,0,0,95,0,479,0,0,2,4,450,17,296,95,10,16,14,15,9,63,798,14139,5,99,98,66,0,0,0,0,34,5,0,260,0,1,0,0,0,5,18,3,0,8,3,0,0,6644,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,115,3984,1746,0,489,0,6,15780,1278,26,2,66,520,25,256,23,3,0,3,0,48,358,0,13,0,0,0,0,0,157,0,1,0,0,0,32,23,3356,0,0,14,0,0,0,0,0,0,0,4,0,35,0,0,94,63,157173,4,0,116469,2,0,48,0,0,429,0,0
"COM",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,71,21,0,1,0,0,0,0,6930,0,0,28,0,0,488,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,4218,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0
"CPV",0,0,2039,0,0,3,2,0,8,8,0,0,141,0,0,0,1,0,0,0,7,0,11,252,0,0,0,0,0,44,629,0,0,3,29,0,0,0,0,0,0,0,9,0,0,3,11,0,5,0,0,0,0,0,0,421,0,0,3,0,2342,0,7,131,0,4,32,0,5,496,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1039,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,1,0,0,0,0,584,0,0,0,0,0,0,0,0,0,63,0,1112,38,0,0,0,0,0,0,11,0,0,0,0,12337,0,0,0,0,0,1,152,0,0,0,127,0,0,29,0,0,0,0,294,0,0,0,35,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,43,0,5301,2,0,1,8,0,0,0,0,1,0,0
"CRI",5,0,0,0,0,201,4,1,194,124,1,0,160,0,0,1,19,0,24,0,15,46,83,253,1,0,0,0,1,1601,520,11,775,111,0,1,0,1,2754,0,0,0,697,1,1,57,1393,0,94,226,2,557,2,0,0,1482,5,0,44,0,378,0,1,380,2,0,93,0,0,0,0,14,1,925,3,1,2,341,1068,3,119,42,2,7,6,12,6,4,26,1392,42,7,54,77,1,0,0,0,46,1,0,27,0,2,0,0,0,1,12,2,4,1,4,0,1,1505,3,0,3,1,0,2,0,0,0,0,0,1,0,0,0,0,0,32254,355,113,1,4,0,1,4009,406,21,1,50,282,5,27,10,7,0,2,5,42,292,0,2,0,0,6,0,0,1652,0,1,0,0,3,8,5,179,0,0,1,0,0,1,0,0,0,0,4,1,18,0,1,95,49,24637,5,0,352,2,0,0,0,0,58,0,0
"CUB",0,0,8,4,0,125,4,5,130,227,0,0,385,0,0,0,65,0,84,0,38,0,197,489,8,0,0,0,0,5441,803,0,240,15,0,0,0,72,210,0,16,614,0,43,5,177,3199,0,108,429,2,741,0,0,0,27096,5,0,174,0,722,0,0,394,4,0,147,0,0,0,1,40,2,171,0,0,0,1,233,0,323,82,0,0,9,0,0,22,1,8755,209,0,1,105,0,0,0,0,1,0,0,7,0,0,12,0,0,0,8,7,0,0,0,0,0,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,107,209,267,0,0,0,0,465,88,0,0,37,1452,0,413,0,0,0,0,1,43,1261,0,0,0,0,0,0,0,14,0,3,0,0,0,56,34,489,0,8,0,0,0,0,0,0,2,0,63,0,5,0,1,133,3,173599,5,0,1140,1,0,0,0,0,853,0,0
"CUW",316,0,0,0,1,2,0,6,17,1,0,0,24,0,0,0,0,0,9,0,0,0,10,2,17,0,0,0,0,3201,5,0,2,54,0,0,0,0,485,0,0,0,24,0,0,0,26,0,1,560,0,2,0,0,0,22,0,0,0,0,18,0,0,21,0,0,0,9,0,0,0,0,0,0,9,0,32,10,0,0,210,0,19,63,0,0,0,0,0,9,104,0,15,0,0,0,0,0,0,0,0,26,0,0,6,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5052,1,0,1,0,0,3,9,0,0,0,5,0,87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,157,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,213,0,30,224,25,0,0,0,0,3,0,0
"CYP",0,1,0,35,41,15,474,0,2504,115,141,1,110,1,0,67,858,14,0,6,279,0,1,11,0,1,0,1,2,698,145,5,19,205,0,6,73,0,15,0,0,1,4,0,0,130,857,0,50,2,5,1,657,0,0,125,18,10,100,0,259,0,1,13927,1819,9,0,0,0,0,0,5084,0,0,0,0,0,3,1,12,0,96,23,327,128,144,51,5,65,297,2,259,16,1133,8,7,0,0,4,30,0,505,0,29,0,998,0,15,12,31,0,8,141,1,1,9,4,0,14,5,1,0,2,0,0,1,1,7,0,1,0,1,32,1,169,64,4,35,11,62,3,4,807,1,117,1,4,16,1,31,0,14,0,771,6109,0,85,57,1,5,0,0,1,1,321,1,0,0,67,11,226,0,1,361,1,0,31,5,3,0,0,2,4,1297,13,2,1798,1,2767,65,0,10,0,7,0,0,2,1561,20,26
"CZE",0,29,20,20,6,192,240,0,1475,6426,102,0,166,4,1,12,708,2,0,185,1269,0,12,92,1,0,0,6,0,2520,1858,0,54,493,6,7,5,5,19,0,1,3,43,0,91,0,54970,0,169,6,66,40,66,0,1,1021,56,7,75,0,1213,0,0,3706,117,11,5,0,1,2,1,555,0,3,0,0,0,3,1,251,0,551,12,91,681,34,54,30,103,1671,1,38,163,2372,7,96,4,0,123,6,3,38,1,15,0,8,0,59,100,59,0,24,1341,3,2,60,178,2,17,5,20,609,2,0,0,3,2,34,0,11,0,1,44,1,332,303,6,154,0,39,7,22,31,6,2494,0,3,63,3,8,0,2,0,2033,33090,1,11,6,4,4,0,1,1,3,171,0,0,1,18168,84,287,0,0,52,1,1,52,40,25,0,0,0,57,289,2,2,14832,2,8604,508,0,45,0,5239,0,0,18,397,405,78
"DEU",5,7623,6,1229,293,2788,2467,11,16345,51391,2117,54,13409,177,112,555,9156,26,37,11878,10374,9,656,8199,1,4,2,29,3,21507,50288,21,3079,9239,299,1425,663,392,2085,0,10,376,1238,25,608,54718,0,5,7122,1101,2183,1185,2728,1077,0,33583,1556,1844,3290,0,39397,0,74,46351,2085,2396,240,44,289,1,3,31894,0,268,6,2,0,257,168,20951,243,20081,1660,5882,3115,12325,11726,396,5114,71415,151,3443,3931,118062,1088,8375,222,0,2795,98,251,7241,169,1089,6,3339,0,4098,3193,3185,5,9492,2496,157,36,2236,4409,113,248,174,2106,38,5,2,9,17,2,477,2,1033,11,69,2039,145,27640,4809,197,1852,35,4659,197,1753,4873,8,173998,72,274,10935,577,39,40,70,25,47377,280453,92,943,61,355,245,0,272,120,548,13816,4,0,3,5267,5380,8579,0,10,4200,29,1102,6554,2991,1057,0,0,90,3747,170196,147,173,65001,548,86695,7697,0,1292,2,9387,0,4,260,11419,126,2
"DJI",0,0,0,0,7,0,0,0,96,5,0,0,734,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1409,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,16,0,10,0,47,2,0,4,0,2855,14,0,2301,0,0,270,0,0,14,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,39,0,1,0,0,351,0,0,0,0,3,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,45,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,9140,0,0,0,0,0,0,316,0,0,1,0,0,0,0,0,0,0,0,0,2,2,22,0,0,82,0,0,0,0,0,0,0,257,24,0,0
"DNK",1,1048,19,23,77,162,82,0,1709,744,44,52,556,6,6,76,437,13,6,1468,240,1,64,509,3,1,23,37,1,2372,1578,2,339,1306,38,52,64,69,339,2,2,25,48,1,57,246,11499,11,0,19,114,109,216,22,0,2084,224,229,710,2,1576,0,4,7336,25,176,42,1,53,5,0,302,1,28,1,0,7,55,14,284,17,510,126,920,281,1505,5064,1608,585,1308,14,487,376,304,173,7,21,0,1021,117,5,1804,15,123,1,750,5,627,841,345,1,587,39,8,3,135,263,4,77,127,47,8,21,2,1,16,8,76,1,27,1,1,112,24,1433,7360,101,277,13,1343,38,115,1040,17,3306,1,43,242,7,11,0,33,2,802,2465,32,129,71,12,73,0,36,7,1030,383,2,0,3,216,103,7737,5,2,238,2,15,1255,43,3,0,1,15,102,4560,85,121,1076,31,5758,58,1,91,0,1095,0,1,44,1578,73,28
"DOM",806,0,0,3,1,204,2,567,403,1115,0,0,982,0,0,1,60,2,228,0,7,17,48,182,3,0,1,0,13,8872,4103,0,592,251,0,3,1,1,476,0,1,158,426,1502,10,92,3916,0,113,0,4,301,0,0,0,33258,7,0,101,0,1430,0,3,352,1,1,12,148,0,0,0,97,0,127,70,1,7,16,161,3,38170,41,7,10,5,3,7,19,191,14858,16,4,177,39,0,0,12,0,309,2,0,28,0,0,11,0,0,0,20,0,0,11,1,0,1,1440,3,0,13,0,1,5,0,0,21,0,0,2,0,3,0,0,2,36,2118,353,0,56,0,9,2017,153,6,17,43,6937,4,77,3,41,0,4,0,30,165,0,2,0,0,6,0,0,41,0,11,0,0,2,16,59,294,0,0,4,1,0,1,1,0,0,0,3,3,24,0,0,68,30,320212,2,0,2073,1927,6,0,0,0,23,3,0
"DZA",0,0,0,0,41,12,3,0,275,373,0,0,5260,0,0,1,87,4,0,0,33,0,0,51,0,0,0,0,0,20033,2091,0,37,0,0,0,0,0,3,0,0,1,2,0,19,267,5821,8,180,0,0,13,128,0,15719,6624,18,39,272,0,254858,0,29,4558,6,2,4635,16,0,0,0,139,0,0,10,0,0,0,0,8,0,186,141,1,68,2,1291,17,7687,4749,0,4365,0,41,39,0,0,0,0,83,0,475,0,700,0,0,0,0,35,4,0,3375,0,0,0,12,0,48,30,0,0,0,0,16088,10,0,0,73,0,76,68,47,0,13,486,231,0,1,4,0,0,2,52,0,102,0,0,66,0,1985,71,6,0,108,513,0,393,145,418,4,0,0,0,1003,8,2,0,0,43,5,673,0,0,1157,2,0,0,40,0,0,0,0,3100,292,0,3,45,0,5535,2,0,11,0,0,0,0,256,276,0,0
"ECU",6,6,4,5,1,595,4,0,978,269,0,0,2230,0,0,1,22,0,17,0,6,0,339,829,0,0,0,0,0,4476,2894,0,5694,265,0,3,0,0,25763,0,0,275,255,3,2,72,2850,0,195,164,4,0,9,0,0,52178,7,0,93,0,1268,0,0,2081,0,3,2,0,2,0,0,24,0,95,0,0,0,8,237,6,9,53,6,19,21,17,4,10,51,24670,3,19,73,32,0,0,0,0,72,0,0,39,0,1,0,0,0,0,1,2,0,4,0,0,0,1232,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,43,716,271,0,11,1,5,798,1649,64,0,40,136,44,178,20,6,0,0,0,24,323,0,10,0,0,1,0,0,61,0,1,0,0,0,21,2,734,0,0,6,0,0,0,0,0,0,0,3,0,5,0,0,71,97,107953,2,0,5328,0,4,0,0,0,13,0,0
"EGY",1,60,9,13,94642,61,66,6,6719,4619,8,4,1550,4,6,27,179,9803,14,5,220,3,7,975,1,7,0,0,13,25121,1973,6,112,121,21,14,18,12,30,93,0,2,0,4,1315,475,9630,129,546,4,204,50,0,52,0,615,64,856,561,0,7095,0,12,8542,1,30,50,0,3,9,8,3799,0,18,2,0,1,27,11,57,3,696,316,136,91,22,5933,9,4311,33687,1,68965,719,1103,89,9,0,0,133,135268,1,15999,5,3306,0,35,0,12,74,13,4,610,21,50,52,43,544,94,271,1,3,5,2,33,0,1,4,277,51,65,8,11,82,0,2835,565,0,242,24466,68,24,4,131,29,156,5,14,213,1,15522,0,47126,113,211,3277,4,111356,6530,35,38,0,7,20,1970,25,651,0,4,140,49,2933,0,3,11806,98,1,115,18,8,0,0,0,440,388,12,34,1163,15,55456,67,0,27,11,3,0,0,2291,3134,41,3
"ERI",0,0,58,0,1941,0,0,0,1944,40,0,107,236,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,9358,20165,0,2,17,0,0,179,1,0,21,0,0,0,0,0,8,4859,2,172,0,0,0,2751,0,0,19,0,157929,109,0,2655,0,0,4367,0,0,17,0,0,0,0,166,0,0,0,0,0,0,0,0,0,23,0,13,4,0,332,4,0,4994,0,10,0,0,261,0,0,0,0,501,0,0,0,205,0,0,0,0,0,0,0,0,0,1,0,0,0,0,111,0,0,0,124,0,0,0,78,0,3,0,0,0,0,0,1272,10811,0,0,0,0,0,0,0,0,13,0,0,5,0,0,0,227,1,0,0,49,0,21649,0,0,0,1,0,256,0,488,0,0,0,6,19998,0,0,0,0,0,0,0,0,0,0,0,0,0,47,936,0,0,15278,0,0,3,0,0,0,0,553,459,34,27
"ESH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13958,0,0,0,0,1,0,0,0,0,172,0,0,0,0,0,53,0,2,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,2919,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ESP",23,61,1008,166,166,82970,1707,10,9203,9472,385,11,36786,55,118,1067,20555,21,66,182,1848,10,27586,36563,6,5,0,2,19,114100,49036,64,24937,21576,429,593,177,297,45172,0,514,796,12412,32,358,4940,139529,3,6703,16928,7595,59539,565,15,5,0,827,323,3828,3,113464,10,333,71462,1241,1656,2561,27,1755,664,26817,1243,40,1409,611,3,89,140,3847,291,575,6782,257,4109,2631,593,538,517,6345,88520,30,1192,1988,3899,133,120,9,0,480,108,20,813,110,192,7,63,0,2157,4080,491,8,88820,2861,76,18,10408,107,2110,380,9,35,57,155,867,19,42,7,77,12,129,90,45,3950,1397,20593,10287,182,525,38,6687,2005,21592,4501,71,10826,361,94,29319,8781,11,18,65,566,105927,49386,26,194,45,5081,60,0,146,909,32,636,1,24,457,3020,786,10375,0,13,533,14,76,199,28,34,0,0,24,648,2468,28,23,14810,22599,85202,542,1,25982,14,131,1,0,16,5085,24,32
"EST",0,1,0,1,1,6,250,0,329,49,238,0,86,0,0,1,29,0,2,0,2632,0,1,27,0,0,0,0,0,337,134,0,13,20,0,0,0,1,3,0,0,1,2,0,7,68,1309,0,176,0,1,1,6,0,0,203,0,0,7905,0,143,0,0,656,167,1,0,0,0,0,0,27,0,1,0,0,0,0,0,3,0,28,1,10,259,3,1,14,32,208,0,1,7,5443,0,145,0,0,3,0,0,1,0,1,0,1,0,259,52,754,0,1,98,0,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,251,920,1,2,0,3,0,3,2,3,108,0,1,20,0,0,0,0,0,9,31404,0,0,0,0,0,0,0,0,0,2,0,0,0,11,24,1000,0,0,1,0,0,1,73,52,0,0,0,1,23,0,0,8970,0,1158,429,0,5,0,1,0,0,0,41,0,0
"ETH",0,0,0,0,1562,5,0,35,5530,532,0,15,1997,0,0,0,21,92,0,0,15,0,0,4,0,0,0,0,3,14981,3933,0,6,0,0,0,89,0,0,0,0,0,0,0,27,66,7495,3593,1004,0,41,0,2763,4406,0,1484,6,0,1029,0,2811,0,0,5243,0,7,8,0,0,0,0,592,0,0,0,0,0,0,0,0,0,51,0,0,30,0,4,25,25203,11163,0,17,0,0,5832,0,0,0,0,616,0,0,0,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,5,0,63,0,0,0,13,3053,3932,0,378,2,0,0,0,0,0,14,0,0,12,0,0,0,411,0,0,162,13,32333,11315,0,0,0,0,0,40148,0,14589,0,0,16,8,6284,7,0,4,43,0,1,0,0,0,0,0,0,93,8,675,0,0,94546,0,0,4,0,0,0,0,10356,2436,0,0
"FIN",0,314,53,20,19,51,10,0,1286,457,16,5,391,1,1,150,196,3,1,57,736,0,23,263,1,0,0,1,0,1815,1162,1,134,1042,13,58,122,12,124,0,1,10,47,0,104,121,4428,9,810,23,101,46,142,7,0,2386,5263,248,0,1,893,0,2,3344,8,119,7,0,44,1,8,206,0,9,0,0,1,3,6,35,2,400,47,527,178,613,1096,44,168,812,6,88,321,55,139,36,30,0,55,14,2,113,13,115,0,87,0,91,330,169,0,227,14,2,2,86,1,1,34,112,1,8,8,1,0,5,2,50,0,23,0,3,162,11,708,1248,79,30,2,193,12,53,252,21,445,1,0,124,2,5,0,6,1,206,2308,22,54,110,13,22,1,15,5,930,25,2,0,0,63,15,23611,0,1,60,2,6,889,7,5,0,0,3,80,973,43,15,221,13,4159,25,0,27,0,620,0,0,28,369,25,6
