"","ABW","AFG","AGO","ALB","ARE","ARG","ARM","ATG","AUS","AUT","AZE","BDI","BEL","BEN","BFA","BGD","BGR","BHR","BHS","BIH","BLR","BLZ","BOL","BRA","BRB","BRN","BTN","BWA","CAF","CAN","CHE","CHI","CHL","CHN","CIV","CMR","COD","COG","COL","COM","CPV","CRI","CUB","CUW","CYP","CZE","DEU","DJI","DNK","DOM","DZA","ECU","EGY","ERI","ESH","ESP","EST","ETH","FIN","FJI","FRA","FSM","GAB","GBR","GEO","GHA","GIN","GLP","GMB","GNB","GNQ","GRC","GRD","GTM","GUF","GUM","GUY","HKG","HND","HRV","HTI","HUN","IDN","IND","IRL","IRN","IRQ","ISL","ISR","ITA","JAM","JOR","JPN","KAZ","KEN","KGZ","KHM","KIR","KOR","KWT","LAO","LBN","LBR","LBY","LCA","LKA","LSO","LTU","LUX","LVA","MAC","MAR","MDA","MDG","MDV","MEX","MKD","MLI","MLT","MMR","MNE","MNG","MOZ","MRT","MTQ","MUS","MWI","MYS","MYT","NAM","NCL","NER","NGA","NIC","NLD","NOR","NPL","NZL","OMN","PAK","PAN","PER","PHL","PNG","POL","PRI","PRK","PRT","PRY","PSE","PYF","QAT","REU","ROU","RUS","RWA","SAU","SDN","SEN","SGP","SLB","SLE","SLV","SOM","SRB","SSD","STP","SUR","SVK","SVN","SWE","SWZ","SYC","SYR","TCD","TGO","THA","TJK","TKM","TLS","TON","TTO","TUN","TUR","TZA","UGA","UKR","URY","USA","UZB","VCT","VEN","VIR","VNM","VUT","WSM","YEM","ZAF","ZMB","ZWE"
"CAN",76,2745,1727,910,2259,2192,382,374,17085,5355,284,334,6492,106,83,2891,1873,252,612,2655,1918,394,707,3802,1559,377,82,140,46,0,10290,707,4061,59651,374,547,1738,196,5355,11,32,693,976,224,3226,9962,47169,128,3549,1148,3688,2077,5127,414,0,24670,1081,2588,4888,2296,17811,0,144,110969,148,2315,241,121,40,14,45,8410,715,1866,59,14,6288,21633,755,4902,7462,6773,1622,46468,13828,9666,4213,652,10282,45075,11047,1629,4907,3333,2356,231,1763,1,16306,1195,1102,7645,162,824,607,10311,22,1150,1426,1153,589,4412,1029,316,15,10227,867,161,1035,376,261,158,295,43,54,1064,68,2435,3,497,20,47,2073,948,16231,5470,431,4746,185,12603,909,1674,39943,773,27036,78,136,22911,1176,508,30,631,39,8769,34046,375,2308,671,338,3262,0,227,3895,2429,2284,16,0,176,2100,1348,3820,34,85,2137,59,171,1118,130,61,1,9,7203,962,3797,1833,925,16663,747,153902,1110,816,1826,47,16038,1,9,256,11311,383,693
"CHE",2,286,1986,124,80,973,86,7,2967,8999,86,34,2557,41,48,137,579,29,96,3754,270,6,519,5199,6,5,6,9,31,4065,0,28,1155,1481,207,521,608,128,1273,2,157,187,252,4,205,3574,56185,12,1106,975,755,835,722,388,0,18012,111,510,1012,5,24521,0,31,8638,61,269,76,34,52,25,33,1145,3,123,8,1,10,87,64,3174,198,2416,258,1536,581,698,624,112,2041,87690,55,233,802,575,267,58,165,0,291,45,62,483,41,188,7,2687,7,136,417,211,3,1416,119,157,17,753,4424,39,38,12,361,79,135,11,10,273,10,199,2,218,9,16,269,56,3540,838,60,604,12,370,116,551,1564,172,3107,11,49,20508,93,16,16,20,19,1349,7449,77,153,69,163,176,0,34,59,419,12293,3,6,9,1193,732,1733,9,16,290,19,134,1148,39,12,0,0,25,938,9621,66,51,1509,149,10108,141,0,533,1,914,0,0,44,1852,36,81
"CHI",0,0,1,0,3,1,0,0,147,1,0,0,6,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,80,22,0,0,1,0,0,0,0,0,0,0,22,0,0,5,1,19,0,2,0,0,0,0,0,0,52,0,0,1,0,231,0,0,9611,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,3,1,315,0,0,0,3,9,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,0,31,0,0,0,0,1,0,6,0,0,918,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,113,0,0,5,0,0,0,0,0,22,0,1
"CHL",1,2,35,3,4,29413,6,2,5756,415,7,0,695,0,0,1,27,1,16,2,6,1,3635,5553,1,0,0,1,0,5632,2505,0,0,444,2,1,2,2,1881,0,0,507,506,0,27,138,6310,0,395,125,8,4578,24,0,1,23826,19,1,238,2,2890,0,1,2017,392,1,1,2,0,0,3,85,1,127,1,1,2,9,118,93,78,123,13,92,49,13,4,36,1598,4844,3,55,169,18,3,2,1,0,178,2,0,44,1,9,10,1,2,4,13,11,1,15,2,2,0,1550,64,911,2,0,0,0,9,0,1,0,0,5,0,17,1,2,3,52,686,1417,1,806,1,26,475,6381,44,6,131,242,1,156,780,71,1,7,1,70,448,1,6,0,1,12,0,0,70,2,7,0,2,0,19,23,5881,0,0,58,2,3,4,1,1,0,32,2,3,71,1,0,72,570,22026,3,1,2545,1,2,0,0,0,380,1,2
"CHN",448,0,0,0,66,4736,0,47,199294,6006,0,0,7371,0,0,17818,456,5,80,0,5,879,889,20098,22,248,84,2672,0,254311,6378,5,2311,0,0,0,0,470,973,0,8,110,17,482,1023,4166,40999,0,5803,193,0,1015,228,15,0,100640,160,0,5638,301,48093,0,96,61209,34,66,9,0,0,0,0,1546,0,249,146,244,427,510847,185,276,104,5413,10682,30786,5926,0,0,310,382,81099,0,10796,189131,1570,0,208,192,0,280748,13,4354,398,0,424,26,1455,59,18,240,113,63095,0,0,568,0,4193,0,2099,109,3331,1,6140,0,20,17,351,0,1784,0,1968,15,0,0,26,20969,4450,2268,31385,3,453,5351,1469,11218,87,924,321,10903,8425,293,0,71,16,0,1635,41473,0,60,116,0,144319,11,97,79,0,328,0,0,1819,425,523,14318,0,236,0,0,129,10055,28,0,67,38,499,0,586,0,43,4561,1,715562,3,0,2959,0,2839,0,8,0,13916,648,0
"CIV",0,0,86,0,21,0,0,1,895,220,0,0,3838,23047,273603,0,6,2,0,0,0,0,6,359,0,0,0,3,2,5203,2062,0,16,0,0,54,0,317,0,0,49,2,0,0,12,118,3269,0,386,0,3,2,145,0,15,5109,4,0,299,0,49707,0,2279,13505,0,78059,21608,0,943,63,2,53,0,0,0,0,0,0,0,1,0,31,0,0,103,0,4,8,59,15479,0,20,4,0,0,0,0,0,2,1,0,0,34691,1011,1,0,6,0,0,2,0,28,0,0,0,22,0,152860,16,0,0,0,18,1924,0,0,0,0,0,48,0,8609,7006,0,1017,307,0,0,0,0,0,0,8,0,4,0,0,195,0,0,0,4,0,1,193,0,0,3,4205,0,0,834,0,0,0,21,0,0,2,2,736,1,0,0,2,7422,4,1,0,0,0,1,250,10,0,7,0,0,23116,0,0,0,0,0,0,0,0,1895,2,0
"CMR",0,0,2751,0,335,3,0,1,417,459,0,1,8290,1398,40,0,11,26,5,0,0,2,11,200,0,0,0,38,1445,6222,4151,4,18,0,185,0,1233,7489,7,0,18,6,0,5,66,121,11164,0,436,19,0,27,73,0,2,5586,5,3,574,0,40448,0,20395,7156,0,1927,536,1,27,5,6638,204,0,2,0,0,0,0,1,9,1,167,2,1,641,0,0,6,105,7649,0,4,37,0,25,0,0,0,41,20,0,0,1953,19,3,2,0,3,61,5,0,55,1,4,0,192,0,1294,11,0,2,1,111,136,0,1,0,0,0,149,4,1522,19041,0,1074,422,0,12,1,0,4,0,10,1,117,0,0,107,1,1,0,68,1,13,337,2,0,61,586,4,0,61,0,0,0,833,0,0,7,11,1216,1,3,0,9794,1310,0,1,0,0,0,14,628,26,3,2,1,0,22874,2,0,1,0,1,0,0,0,2623,303,0
"COD",0,0,137194,0,896,0,0,0,635,99,0,13883,9304,94,0,0,3,76,0,0,0,0,0,35,0,0,0,126,2099,2712,821,0,4,0,0,348,0,31971,0,0,1,1,0,0,96,27,1165,0,164,0,9,0,456,166,0,341,2,628,189,0,10118,0,1183,3237,0,4,0,0,0,0,0,64,0,0,0,0,0,0,0,1,0,10,0,7,142,0,29,1,0,775,0,48,0,0,4668,0,0,0,0,286,0,5,0,123,0,0,3,0,8,0,0,32,0,0,0,10,0,305,4,0,0,0,803,15,0,0,267,0,0,692,0,3,0,5,673,215,0,0,44,0,0,0,8,0,16,0,0,450,0,0,0,208,0,0,92,30562,1707,24759,25,0,0,0,0,0,0,134493,1,0,1,1,401,37,1,5,1033,69,1,0,0,0,0,0,0,8,6432,18996,0,0,3535,0,0,0,0,0,0,0,157,6402,2899,0
"COG",0,0,2844,0,1,5,0,0,219,73,0,55,570,1162,5,0,2,0,0,0,1,0,1,27,0,0,0,1,1242,414,278,0,5,34,51,668,29538,0,0,0,0,2,19,0,0,16,835,0,168,0,0,0,12,1,0,512,2,0,30,0,10893,0,2235,1098,0,3,5,0,11,1,296,206,0,0,0,0,0,0,0,0,0,18,0,0,521,0,0,0,1,448,0,0,0,2,5,0,0,0,0,0,0,40,0,40,0,0,0,0,1,0,0,224,0,0,0,0,0,1913,0,0,0,0,7,113,0,0,172,0,0,311,0,6,44,0,137,472,0,0,0,0,0,0,65,0,34,0,0,129,0,0,0,0,1,0,327,880,1,16,897,0,0,0,0,0,0,62,0,0,4,3,161,13,0,0,351,120,0,0,0,0,0,0,0,0,2607,83,3,0,28,1,0,0,0,0,0,0,0,4823,1731,0
"COL",1156,8,17,3,11,490,0,3,5780,240,0,0,872,0,0,0,17,0,75,0,1,0,1044,2533,0,0,0,0,0,20784,2249,0,4554,170,0,0,0,0,0,0,0,6708,154,4211,51,128,5765,0,575,431,2,93266,21,0,0,106204,16,0,461,0,3099,0,0,2874,0,0,0,0,0,0,0,55,0,246,0,0,1,3,150,25,97,69,6,12,14,9,4,62,1190,8558,5,62,66,9,0,0,0,0,22,3,0,97,0,1,0,0,0,4,5,8,0,6,0,0,0,4458,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,91,1542,668,0,391,0,4,10483,813,65,0,98,566,18,182,22,1,0,2,0,26,271,0,17,0,0,0,0,0,102,0,1,0,0,0,12,20,1773,0,0,28,0,0,0,0,0,0,0,4,0,14,0,0,45,38,76975,2,0,132181,1,0,15,0,0,257,0,0
"COM",0,0,0,0,1,0,0,0,3,1,0,0,29,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,139,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,25,0,6,0,0,0,242,18,0,6,0,0,1,0,10449,0,0,47,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,46,0,0,0,0,9,0,0,0,0,0,0,0,0,472,0,0,0,0,1,0,0,1,0,4134,0,0,0,0,0,0,0,0,0,0,0,39,0,0,5823,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,321,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,1,0,0,0,0,0,0,0,0,121,0,0
"CPV",0,0,6872,0,0,3,0,0,4,6,0,0,78,0,0,0,2,0,0,0,1,0,60,693,0,0,0,0,0,19,453,0,1,4,29,0,2,10,0,0,0,0,10,1,0,9,14,0,4,0,0,0,0,0,0,1241,0,0,4,0,2201,0,12,125,0,15,24,0,5,329,320,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,1,601,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,1,0,2,0,0,0,0,1623,1,0,0,0,0,0,0,0,0,39,0,1099,113,0,0,0,0,0,0,91,0,1,0,0,10666,0,0,0,0,0,0,80,0,0,0,98,0,0,17,0,0,0,0,465,0,0,0,34,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,16,0,3497,1,0,1,5,0,0,0,0,38,0,0
"CRI",3,0,0,0,0,145,0,0,301,117,0,0,200,0,0,0,10,0,28,0,2,12,123,381,1,0,0,0,0,3068,628,8,773,35,0,1,0,1,2106,0,0,0,415,0,4,39,1395,0,107,127,1,602,1,0,0,2762,3,0,52,0,496,0,0,424,1,0,0,0,0,0,0,23,0,987,1,0,1,204,831,2,159,32,1,4,10,7,1,4,28,1196,73,1,24,9,1,0,0,0,19,0,0,6,0,1,0,0,0,1,1,1,1,0,0,0,0,1708,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25631,449,164,0,2,0,1,5105,212,36,0,65,306,3,7,7,0,0,0,0,8,206,0,1,0,0,4,0,0,1328,0,0,0,0,1,2,1,280,0,0,1,0,0,0,0,0,0,0,2,0,36,0,1,29,24,58455,2,0,602,1,0,0,0,0,7,0,0
"CUB",1,0,69,7,4,147,0,7,278,275,0,0,589,0,0,0,156,0,211,0,38,1,1047,1032,25,0,0,0,0,6312,1307,0,2191,27,0,0,0,262,784,0,12,1706,0,240,25,419,5077,0,223,545,4,964,1,0,0,47599,28,0,264,0,1344,0,0,848,5,0,1090,0,0,0,29,80,5,226,0,0,0,8,162,5,371,281,0,1,61,0,0,22,24,11845,390,6,6,87,0,0,0,0,13,0,0,5,0,0,52,1,0,4,19,29,1,6,0,0,0,5283,3,2,2,0,2,0,0,0,0,0,0,0,0,392,0,0,0,137,415,339,0,4,0,0,681,84,23,0,211,1565,0,910,4,0,0,1,0,107,2975,0,0,0,0,5,0,0,37,0,3,0,0,0,55,32,913,0,8,0,0,0,0,0,0,5,0,44,0,20,0,2,253,0,261554,12,0,1261,0,0,0,0,0,880,0,0
"CUW",170,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,18834,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4382,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,46,18,0,0,0,0,0,0,0
"CYP",0,1,0,21,25,12,102,0,2674,104,27,0,215,1,0,39,575,9,0,4,42,0,1,7,0,1,0,1,2,634,143,3,12,122,0,4,56,0,11,0,0,2,3,0,0,120,765,0,43,1,3,1,426,0,0,183,17,7,100,0,209,0,0,20131,1148,7,0,0,0,0,0,3831,0,0,0,0,0,2,0,8,0,123,12,207,154,80,24,4,49,312,1,151,10,45,6,6,0,0,2,19,0,196,0,20,0,697,0,28,25,31,0,5,86,1,0,6,2,0,7,2,0,0,1,0,0,1,1,5,0,1,0,1,21,1,151,37,3,23,6,37,2,2,506,0,195,0,3,17,1,18,0,5,0,476,1960,0,43,22,1,4,0,0,1,1,197,0,0,0,41,6,215,0,1,229,0,0,13,3,2,0,0,1,3,2040,9,1,368,0,3918,19,0,7,0,4,0,0,1,2548,11,21
"CZE",0,15,15,12,4,182,120,0,1363,5336,50,0,207,2,1,6,524,1,0,125,313,0,11,136,0,0,0,4,0,2204,1331,0,36,237,3,3,4,4,14,0,1,2,34,0,93,0,46786,0,209,4,33,29,45,0,0,2032,31,6,61,0,1113,0,0,2986,59,7,3,0,1,1,1,473,0,2,0,0,0,1,1,205,1,1535,6,46,1314,18,26,58,75,1912,1,25,72,368,4,57,2,0,52,5,1,19,1,9,0,4,0,47,141,67,0,13,585,2,0,58,99,1,12,2,33,308,0,0,0,1,0,18,0,11,0,0,22,1,216,579,4,116,0,20,7,12,15,0,2287,0,3,51,2,4,0,2,0,571,4704,0,5,2,3,3,0,1,1,2,202,0,0,0,18646,168,342,0,0,33,0,1,16,22,14,0,0,0,29,203,1,1,8018,2,7655,186,0,38,0,2501,0,0,10,255,3,2
"DEU",5,6445,467,1109,2693,2350,1971,16,19453,103305,2955,39,20024,149,146,504,8795,110,60,13438,8256,14,1328,8194,1,4,2,69,3,39451,95921,577,3527,7287,305,1227,1963,680,2291,0,53,456,1003,193,2513,55597,0,6,9601,925,1861,1556,2824,561,0,65919,2173,2076,6200,0,87018,0,74,91008,1815,2742,244,44,285,2,129,37317,0,286,6,2,2,249,160,46737,219,28502,1234,5047,8017,11106,8483,803,10418,107087,139,2169,4047,99707,1062,7967,139,0,2619,85,161,5822,493,1084,9,3998,0,4220,6498,3424,4,9113,2716,115,26,2955,5647,304,236,80,11605,78,79,2,9,17,1,471,2,3218,9,80,1863,126,33206,11282,208,3130,14,4436,297,1065,5086,35,166820,79,245,22262,574,42,41,769,17,49793,589628,89,653,29,359,232,0,1582,102,764,36556,713,0,3,5493,6036,16465,0,13,3791,22,1100,3665,2424,1184,0,0,143,3326,213698,140,190,53028,374,106243,9717,0,1226,1,8516,0,5,416,25149,122,3
"DJI",0,0,0,0,52,0,0,0,79,4,0,0,527,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,750,59,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,10,0,19,0,9,0,135,2,0,17,0,3455,98,0,1649,0,0,1383,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,52,115,0,1,0,0,1965,0,0,0,0,2,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,120,135,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2,1,0,0,0,0,0,9380,0,23,0,0,0,0,612,0,0,33,0,0,0,0,0,0,0,0,0,24,2,306,0,0,982,0,0,0,0,0,0,0,2001,215,0,0
"DNK",1,580,56,14,84,158,87,0,1702,906,28,28,541,4,5,54,235,14,4,1652,148,1,62,450,3,1,13,138,1,2499,1839,2,276,806,34,33,48,43,338,2,2,24,31,1,96,266,8442,12,0,15,98,92,214,10,0,3765,184,290,905,2,1787,0,2,6516,16,159,6,1,51,4,0,247,1,22,0,0,7,50,12,478,15,440,82,692,432,1219,1968,1753,1237,1175,13,209,255,76,436,5,14,0,903,114,3,1295,15,117,0,742,5,562,525,356,1,552,27,5,1,116,265,6,68,42,224,6,20,3,0,14,8,65,0,54,0,1,86,21,1149,4870,69,297,5,1168,45,73,734,9,2887,1,37,182,8,9,0,22,1,549,1983,22,91,28,11,68,0,43,6,1274,772,1,0,2,130,115,10150,5,2,261,1,12,633,50,2,0,1,15,91,4475,85,157,524,24,5598,29,1,82,0,936,0,1,340,1272,51,31
"DOM",826,0,6,0,107,358,2,497,592,1101,1,0,961,0,0,1,62,9,271,1,7,8,271,564,1,0,1,4,6,4026,4404,3,546,339,0,2,0,9,1121,0,7,474,660,5629,51,132,5211,0,134,0,0,807,8,0,0,78630,15,0,220,0,1109,0,4,1522,1,2,9,145,0,0,21,185,34,111,64,14,21,113,101,96,31133,116,19,33,147,6,3,26,398,13841,32,124,173,19,0,1,11,0,294,8,2,56,0,2,23,14,1,9,62,12,15,17,11,1,0,1066,3,72,8,0,17,5,4,0,24,1,0,12,0,38,1,0,4,72,2001,387,0,75,4,15,1388,147,151,7,269,8110,6,334,63,12,0,21,0,120,619,0,10,0,0,90,0,1,58,0,17,0,0,8,23,141,425,0,1,7,0,0,1,3,2,0,0,35,4,96,0,0,63,132,182167,23,0,3040,577,12,0,0,0,349,1,0
"DZA",0,0,0,0,489,14,1,0,476,499,0,0,10766,0,0,1,244,22,0,0,38,0,0,157,0,0,0,0,0,29442,4429,1,47,0,0,0,0,1,14,0,0,5,2,0,34,599,8671,10,341,0,0,18,373,0,16570,29044,19,143,546,0,373150,0,34,7937,10,4,0,17,0,0,0,503,0,0,13,0,0,0,0,41,0,377,122,1,173,2,782,11,30775,9048,0,5191,0,15,447,0,0,0,1,109,0,436,0,961,0,1,0,1,27,13,0,3628,0,0,0,39,0,45,43,0,1,0,0,257,11,0,0,87,0,339,126,55,0,26,1159,550,0,4,1,0,0,2,81,0,428,0,0,99,0,1831,77,68,0,12,1011,0,357,91,456,4,0,0,0,1227,12,0,0,0,47,20,1452,0,0,848,1,0,0,83,0,0,0,0,1244,265,0,74,23,0,6150,2,0,21,0,0,0,0,700,346,0,0
"ECU",3,2,7,3,1,445,3,0,496,186,0,0,2075,0,0,0,17,0,20,0,2,0,411,896,0,0,0,0,0,3409,1382,0,6144,165,0,2,0,0,16648,0,0,352,161,1,4,98,3013,0,167,87,3,0,8,0,0,107963,8,0,97,0,827,0,0,1601,0,2,0,0,2,0,0,20,0,72,0,0,0,5,129,4,6,56,3,12,17,10,2,11,40,34381,2,6,46,8,0,0,0,0,44,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,803,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,32,592,173,0,7,0,3,426,941,57,0,48,196,30,192,15,4,0,0,0,19,357,0,5,0,0,0,0,0,44,0,1,0,0,0,14,10,795,0,0,4,0,0,0,0,0,0,0,2,0,3,0,0,41,54,108371,2,0,4606,0,3,0,0,0,10,0,0
"EGY",0,17,15,9,259022,57,26,3,7907,3326,8,3,1228,3,6,23,59,18341,14,5,76,0,4,813,0,6,0,0,11,13472,1866,0,50,78,21,11,14,9,44,79,0,3,0,0,2253,421,6589,55,391,0,146,22,0,32,0,1287,43,206,476,0,5445,0,0,7318,0,33,11,0,3,8,0,3496,0,9,0,0,0,1,0,120,0,277,243,125,85,20,3628,11,7087,29545,0,23399,376,160,291,9,0,0,30,26480,0,14208,5,3173,0,59,0,34,5,27,0,372,8,6,8,64,444,400,62,1,2,2,3,42,0,0,3,274,7,113,0,11,75,0,2428,285,0,255,4802,60,15,2,123,0,292,5,11,184,0,12176,0,65709,1,51,4148,4,65103,2906,36,28,0,14,18,2154,12,6290,0,0,58,40,1462,0,2,1840,41,0,70,17,7,0,0,0,337,277,13,56,111,0,27538,27,0,30,0,0,0,0,2093,2104,51,3
"ERI",0,0,821,0,6852,0,0,0,1413,40,0,198,71,0,0,0,1,584,0,0,0,0,0,4,0,0,0,5,0,3482,2493,0,2,21,0,0,663,38,0,22,0,0,0,0,7,9,5773,3,105,0,0,0,202,0,0,103,0,24001,58,0,440,0,4,5542,0,0,0,0,0,0,2,114,0,0,0,0,0,5,0,0,0,6,0,16,23,0,321,1,22,5482,0,82,3,0,1136,0,0,0,5,1485,0,0,0,571,0,0,1,0,3,0,1,4,0,8,0,1,0,6,853,0,0,0,265,0,0,0,108,1,2,13,0,0,0,0,540,2570,0,7,1,0,0,0,0,0,21,0,0,6,0,0,0,1138,0,0,3,85,1,15148,0,3,0,0,0,434,0,7660,0,0,0,2,5229,0,0,6,0,0,0,0,0,0,0,0,1,5,73,3368,0,0,10372,0,0,9,0,0,0,0,1059,1202,52,41
"ESH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13155,0,0,0,0,2,0,0,0,0,29,0,0,0,0,0,65,0,3,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,130,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ESP",15,21,1604,90,161,40004,975,4,3337,1488,103,4,10011,32,56,390,10464,14,27,169,825,8,13577,13918,5,3,0,2,13,2922,14497,42,7449,9212,209,336,152,215,35274,0,336,473,7887,18,98,2176,34850,2,1730,8779,5119,53352,440,4,1,0,127,100,1380,4,58794,8,177,37116,564,1197,827,21,1093,435,18433,619,38,608,10,2,8,78,1074,218,196,945,115,2030,2276,424,192,136,1527,13196,21,370,907,1484,80,45,5,0,331,57,15,275,311,169,5,45,0,1519,629,236,4,57574,1160,45,0,6979,43,1080,40,5,8,13,122,927,16,23,5,49,3,78,31,22,2522,381,7112,1821,58,210,10,3255,817,7426,2706,23,5475,379,21,11058,2173,9,16,41,29,36838,13008,21,110,21,2535,46,0,790,491,20,68,1,17,10,553,88,2896,0,6,467,6,40,75,14,10,0,0,18,236,1233,26,16,13721,9349,22042,372,1,21509,5,80,0,0,4,655,16,27
"EST",0,0,0,0,0,5,66,0,212,35,227,0,58,0,0,0,9,0,1,0,2165,0,2,20,0,0,0,0,0,411,48,0,8,15,0,0,0,8,2,0,2,0,0,0,8,270,1201,0,113,0,0,0,3,0,0,134,0,0,2875,0,114,0,0,554,159,0,0,0,0,0,0,23,0,0,0,0,0,0,0,6,0,23,0,7,271,0,0,14,31,180,0,0,1,1737,0,175,0,0,1,0,0,0,0,1,0,0,0,322,36,846,0,0,106,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,54,189,0,1,0,0,0,1,0,0,117,0,0,21,0,0,0,0,0,3,47580,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,970,0,0,0,0,0,0,76,56,0,0,0,0,15,0,0,4719,0,1085,329,0,4,0,0,0,0,0,22,0,0
"ETH",0,0,0,0,1125,4,0,11,1154,147,0,2,339,0,0,0,7,103,0,0,4,0,0,1,0,0,0,0,1,3254,592,0,1,0,0,0,21,0,0,0,0,0,0,0,11,11,2275,1904,253,0,33,0,149,379,0,348,1,0,277,0,1029,0,0,1922,0,3,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,19,0,0,22,0,3,9,11479,3821,0,26,0,0,5314,0,0,0,0,348,0,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,3,0,33,0,0,0,9,1173,721,0,140,0,0,0,0,0,0,7,0,0,4,0,0,0,236,0,0,44,10,11077,36901,0,0,0,0,0,39507,0,162604,0,0,3,2,1894,4,0,9,10,0,1,0,0,0,0,0,0,14,7,285,0,0,19684,0,0,4,0,0,0,0,1416,437,0,0
"FIN",0,127,33,9,10,35,6,0,1244,223,9,2,409,1,1,72,97,2,1,34,373,0,19,151,1,0,0,1,0,1352,703,1,64,488,7,27,79,27,81,0,5,6,24,0,82,806,2404,6,553,12,55,22,96,3,0,1429,2429,158,0,1,646,0,1,1951,6,70,3,0,28,1,3,148,0,5,0,0,1,2,3,31,1,230,21,267,161,296,550,40,130,511,4,33,171,2124,76,34,13,0,27,9,1,41,8,98,0,52,0,66,121,136,0,135,10,1,0,57,1,1,11,31,28,4,5,0,0,3,1,32,0,19,0,1,83,6,425,942,50,17,1,98,7,25,144,4,288,0,0,68,1,2,0,3,0,143,59292,13,27,0,7,14,0,9,3,667,13,0,0,0,26,7,23370,0,0,52,0,3,294,17,7,0,0,2,45,634,27,7,315,7,2819,69,0,19,0,346,0,0,15,153,12,4
